brand_name,link,brand_id
samsung,https://cellphones.com.vn/tivi/samsung.html,1
xiaomi,https://cellphones.com.vn/tivi/xiaomi.html,2
lg,https://cellphones.com.vn/tivi/lg.html,3
coocaa,https://cellphones.com.vn/tivi/coocaa.html,4
tcl,https://cellphones.com.vn/tivi/tcl.html,5
sony,https://cellphones.com.vn/tivi/sony.html,6
gia-treo-tivi,https://cellphones.com.vn/tivi/gia-treo-tivi.html,7
tivi,https://cellphones.com.vn/hang-cu/tivi.html,8
